fid,DN,fid_2,DN_2,fid_3,id,objectid_1,objectid,village,vlcode,gram_panch,gram_pan_1,block,bkcode,subdistric,sdcode,sub_distri,district,dtcode,district_h,state,stcode,uqcode,country,total_urba,total_hous,total_popu,avg_househ,total_geog,total_male,total_fema,tapwater_t,tapwater_u,covered_we,covered__1,covered__2,uncovered_,uncovere_1,uncovere_2,handpump_s,hand_pump_,hand_pum_1,tubewell_b,tube_wells,tube_wel_1,spring_sta,spring_fun,spring_f_1,river_cana,tank_pond_,others_sta,closed_dra,open_drain,village_pi,forest_are,area_under,barren_unc,permanent_,land_under,culturable,fallows_la,current_fa,net_area_s,total_unir,area_irrig,canals_are,wells_tube,tanks_lake,waterfall_,other_sour,nearest_to,nearest__1,shape_leng,shape_le_1,shape_area,ds_name,src_agency,state_name,village_area_km2,village_id,flood_area_km2,flood_exposure_pct,flood_risk
91,1,1,1,4293,41135,41135,107670,Chichgaon,540832,,,Brahmapuri,118,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,372,1489,4.00268817,729,764,725,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,259,125,0,2,0,0,0,29,314,58,256,0,8,17,0,33,BRAHMAPURI,25,13909.41428,13909.41428,8482918.322,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,4293,1.743498641,19.37220712,Moderate
92,1,1,1,4294,41136,41136,107671,Wandra,540833,,,Brahmapuri,118,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,436,1626,3.7293578,600,799,827,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,121,36,0,9,0,0,0,8,426,107,319,0,2,40,0,65,BRAHMAPURI,27,10675.51416,10675.51416,6900941.068,Administrative Boundary,Survey of India (SOI),"Maharashtra
",7,4294,0.018424881,0.263212579,Low
93,1,1,1,4152,40985,40985,107520,Municipal Council Gadchiroli,248080,,,,0,Gadchiroli,4057,,Gadchiroli,475,,MH,27,,India,Urban,13111,54152,4.13027229,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,25491.87284,25491.87284,27598676.06,Administrative Boundary,Survey of India (SOI),"Maharashtra
",29,4152,1.217321351,4.197659829,Low
94,1,1,1,4683,41939,41939,108474,Soni,537513,,,Lakhandur,94,Lakhandur,4043,Lakhandur,Bhandara,471,BHANDARA,MH,27,,India,Rural,845,3575,4.23076923,594,1779,1796,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,0,18,0,12,0,0,126,1,437,267,170,249,18,0,0,0,Desaiganj,6,9865.424879,9865.424879,5130173.189,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4683,0.761791678,15.23583355,Moderate
95,1,1,1,4089,40921,40921,107456,Adapalli,539112,,,Gadchiroli,108,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,428,1693,3.95560748,452,869,824,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,0,120,0,24,0,45,13,10,240,78,161,0,0,71,0,8,GADCHIROLI,4,10734.43579,10734.43579,4656164.711,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4089,0.739680688,14.79361375,Low
96,1,1,1,3069,39867,39867,106402,Kunghada Raiyyatwari,539252,,,Chamorshi,109,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,1796,6836,3.80623608,2151,3469,3367,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,344,381,0,51,5,0,86,114,1170,826,344,678,0,148,0,0,GADCHIROLI,25,24866.09345,24866.09345,19217481.3,Administrative Boundary,Survey of India (SOI),"Maharashtra
",20,3069,0.29973011,1.498650549,Low
97,1,1,1,4290,41132,41132,107667,Gangalwadi,540810,,,Brahmapuri,118,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,566,2047,3.61660777,574,1043,1004,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,0,41,57,29,0,58,20,1,367,145,222,0,4,106,0,34,BRAHMAPURI,20,11130.59728,11130.59728,6792415.929,Administrative Boundary,Survey of India (SOI),"Maharashtra
",7,4290,1.00191921,14.31313157,Low
98,1,1,1,3011,39807,39807,106342,Ekodi,539235,,,Chamorshi,109,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,130,503,3.86923077,453,254,249,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,67,106,0,12,0,4,3,0,261,137,124,137,0,0,0,0,MUL,22,8669.520787,8669.520787,4489457.174,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,3011,0.256602339,5.132046778,Low
99,1,1,1,4051,40876,40876,107411,Thergaon,540909,,,Sawali,119,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,180,566,3.14444444,235,294,272,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,0,22,6,11,0,0,1,2,193,147,46,144,0,0,0,3,MUL,29,8867.514541,8867.514541,2614680.152,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,4051,0.071211636,2.373721194,Low
100,1,1,1,4189,41022,41022,107557,Chaugaon,540781,,,Brahmapuri,118,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,804,3041,3.78233831,1083,1530,1511,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,117,29,54,8,0,36,2,20,816,85,732,0,0,85,0,0,BRAHMAPURI,10,15357.47392,15357.47392,9448734.008,Administrative Boundary,Survey of India (SOI),"Maharashtra
",10,4189,0.332920659,3.329206592,Low
101,1,1,1,4281,41123,41123,107658,Chicholi Bk,540741,,,Brahmapuri,118,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,375,1636,4.36266667,524,833,803,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,0,105,11,2,0,11,6,2,386,103,283,0,98,0,0,5,BRAHMAPURI,9,10061.59238,10061.59238,4874938.572,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4281,0.656204739,13.12409478,Low
102,1,1,1,3029,39825,39825,106360,Londholi,540971,,,Sawali,119,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,499,2015,4.03807615,617,1019,996,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,122,0,61,18,0,17,0,2,397,175,221,0,0,166,0,9,MUL,30,12073.47321,12073.47321,7856469.278,Administrative Boundary,Survey of India (SOI),"Maharashtra
",8,3029,0.064956053,0.811950668,Low
103,1,1,1,4588,41841,41841,108376,Brahmapuri,251373,,,,0,Brahmapuri,4067,,Chandrapur,473,,MH,27,,India,Urban,8575,36025,4.20116618,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,23456.78503,23456.78503,21094071.81,Administrative Boundary,Survey of India (SOI),"Maharashtra
",22,4588,0.199563621,0.907107367,Low
104,1,1,1,3038,39836,39836,106371,Wakadi,539162,,,Gadchiroli,108,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,290,1123,3.87241379,419,581,542,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,145,46,0,8,0,40,0,0,180,110,70,0,0,110,0,0,GADCHIROLI,6,9870.943364,9870.943364,4651164.056,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,3038,0.18161131,3.632226192,Low
105,1,1,1,4676,41932,41932,108467,Indora,537510,,,Lakhandur,94,Lakhandur,4043,Lakhandur,Bhandara,471,BHANDARA,MH,27,,India,Rural,264,1084,4.10606061,1080,558,526,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,550,7,77,3,4,0,75,0,363,185,178,155,0,30,0,0,Desaiganj,8,13381.93875,13381.93875,10474243.96,Administrative Boundary,Survey of India (SOI),"Maharashtra
",11,4676,0.097824873,0.889317024,Low
106,1,1,1,4694,41952,41952,108487,Keshori,537512,,,Lakhandur,94,Lakhandur,4043,Lakhandur,Bhandara,471,BHANDARA,MH,27,,India,Rural,0,0,0,82,0,0,,,,,,,,,,,,,,,,,,,,,,,,23,2,4,0,0,0,4,1,48,41,7,41,0,0,0,0,,0,3174.040838,3174.040838,584449.0353,Administrative Boundary,Survey of India (SOI),"Maharashtra
",1,4694,0.051069639,5.106963871,Low
107,1,1,1,3037,39835,39835,106370,Kurul,539266,,,Chamorshi,109,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,493,2018,4.09330629,898,1017,1001,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,320,114,44,0,0,6,5,85,323,294,29,290,0,0,0,4,GADCHIROLI,29,17995.17003,17995.17003,9581709.134,Administrative Boundary,Survey of India (SOI),"Maharashtra
",10,3037,0.702606292,7.026062919,Low
108,1,1,1,4637,41889,41889,108424,Lakhandur,276324,,,,0,Lakhandur,4043,,Bhandara,471,,MH,27,,India,Rural,2343,9231,3.93982074,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,12734.27492,12734.27492,8490497.982,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,4637,0.147270478,1.636338646,Low
109,1,1,1,4068,40893,40893,107428,Dongargaon Maske,540881,,,Sawali,119,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,241,952,3.95020747,460,498,454,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Available,33,1,56,8,0,0,78,4,280,176,104,0,1,175,0,0,MUL,31,9663.69255,9663.69255,4661923.933,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4068,0.010929233,0.218584657,Low
110,1,1,1,2995,39793,39793,106328,Khandala,539224,,,Chamorshi,109,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,154,604,3.92207792,358,305,299,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,0,4,16,8,0,0,0,24,306,213,93,213,0,0,0,0,MUL,10,6978.825618,6978.825618,2471658.008,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,2995,0.101575454,3.385848471,Low
111,1,1,1,4088,40920,40920,107455,Bordha,540858,,,Brahmapuri,118,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,206,718,3.48543689,445,341,377,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,206,17,44,3,0,2,1,3,169,43,126,0,0,43,0,0,BRAHMAPURI,40,12187.80512,12187.80512,5351251.142,Administrative Boundary,Survey of India (SOI),"Maharashtra
",6,4088,0.261527042,4.358784041,Low
112,1,1,1,4122,40952,40952,107487,Churchara Mal,539106,,,Gadchiroli,108,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,222,813,3.66216216,331,402,411,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,148,4,26,21,0,2,7,1,121,121,0,0,121,0,0,0,GADCHIROLI,13,8567.750208,8567.750208,3778845.577,Administrative Boundary,Survey of India (SOI),"Maharashtra
",4,4122,0.003827374,0.095684342,Low
113,1,1,1,4351,41203,41203,107738,Ravi,538504,,,Armori,104,Armori,4053,Armori,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,151,625,4.13907285,165,328,297,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,37,46,0,13,0,6,2,4,57,78,-21,71,0,0,0,7,DESAIGANJ,20,6353.116831,6353.116831,2425189.384,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,4351,0.060145544,2.004851454,Low
114,1,1,1,4555,41809,41809,108344,Pimpalgaon,540737,,,Brahmapuri,118,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,1141,4711,4.12883436,782,2350,2361,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,0,147,0,9,0,0,0,5,621,107,513,0,107,0,0,0,BRAHMAPURI,11,15452.12515,15452.12515,9050903.512,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,4555,1.966553414,21.85059349,Moderate
115,1,1,1,3028,39824,39824,106359,Umri,540968,,,Sawali,119,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,47,203,4.31914894,626,101,102,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,313,0,26,12,0,45,4,2,224,78,146,0,0,78,0,0,MUL,31,9628.856547,9628.856547,6200700.707,Administrative Boundary,Survey of India (SOI),"Maharashtra
",6,3028,0.024304675,0.405077922,Low
116,1,1,1,2748,39547,39547,106082,Chak Thana,541467,,,Pombhurna,124,Pombhurna,4073,Pombhurna,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,146,536,3.67123288,533,273,263,Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,36,0,74,0,0,0,0,10,412,42,370,0,27,0,0,15,MUL,31,8681.461112,8681.461112,3129961.853,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,2748,0.02095179,0.698393006,Low
117,1,1,1,4577,41829,41829,108364,Hardoli,540740,,,Brahmapuri,118,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,220,962,4.37272727,273,502,460,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,0,13,57,2,0,2,5,2,192,34,158,0,34,0,0,0,BRAHMAPURI,10,6438.585509,6438.585509,2365471.771,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,4577,0.378876501,18.94382504,Moderate
118,1,1,1,3060,39857,39857,106392,Navegaon Raiyyatwari,539251,,,Chamorshi,109,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,566,2281,4.03003534,256,1151,1130,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,17,65,0,2,0,2,5,0,165,128,37,128,0,0,0,0,GADCHIROLI,20,14079.75021,14079.75021,8197902.518,Administrative Boundary,Survey of India (SOI),"Maharashtra
",8,3060,0.425297614,5.316220169,Low
119,1,1,1,3086,39883,39883,106418,Nimgaon Riyyatwari,539264,,,Chamorshi,109,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,38,134,3.52631579,283,65,69,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Available,28,24,1,4,0,10,2,11,204,194,10,191,0,0,0,3,GADCHIROLI,30,5894.717597,5894.717597,2502423.429,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,3086,0.116166611,3.872220357,Low
120,1,1,1,4061,40885,40885,107420,Vihirgaon,540879,,,Sawali,119,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,353,1385,3.92351275,809,728,657,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,104,6,0,16,0,86,166,3,428,162,266,0,10,107,0,45,MUL,44,17431.22488,17431.22488,8468720.894,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,4061,0.008144937,0.090499296,Low
121,1,1,1,4063,40887,40887,107422,Akapur,540865,,,Sawali,119,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,195,783,4.01538462,293,401,382,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,90,65,2,4,0,9,0,0,124,84,40,63,3,15,0,4,MUL,48,8676.628305,8676.628305,4299841.889,Administrative Boundary,Survey of India (SOI),"Maharashtra
",4,4063,0.482452181,12.06130451,Low
122,1,1,1,2908,39707,39707,106242,Gauripur,539285,,,Chamorshi,109,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,294,1301,4.42517007,471,641,660,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,134,91,0,11,2,3,17,0,212,109,103,108,0,0,0,1,GADCHIROLI,40,9797.26129,9797.26129,5557044.757,Administrative Boundary,Survey of India (SOI),"Maharashtra
",6,2908,0.04349652,0.724942006,Low
123,1,1,1,2751,39550,39550,106085,Nawegaon More,541476,,,Pombhurna,124,Pombhurna,4073,Pombhurna,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,347,1372,3.95389049,702,722,650,Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,11,6,31,5,0,10,0,14,626,213,413,0,37,0,0,175,MUL,34,9693.97501,9693.97501,6481546.487,Administrative Boundary,Survey of India (SOI),"Maharashtra
",7,2751,0.060997564,0.871393777,Low
124,1,1,1,3057,39854,39854,106389,Yevli,539182,,,Gadchiroli,108,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,669,2428,3.62929746,982,1185,1243,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,252,15,161,10,0,40,0,16,488,205,282,0,2,178,0,26,GADCHIROLI,13,12282.39,12282.39,7400929.021,Administrative Boundary,Survey of India (SOI),"Maharashtra
",8,3057,1.936962303,24.21202879,Moderate
125,1,1,1,4142,40972,40972,107507,Indala,539115,,,Gadchiroli,108,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,316,1235,3.90822785,306,630,605,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,0,62,0,48,0,2,13,0,181,119,62,0,4,115,0,0,GADCHIROLI,9,6112.981414,6112.981414,2425118.143,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,4142,0.009919484,0.330649458,Low
126,1,1,1,4291,41133,41133,107668,Baradkinhi,540831,,,Brahmapuri,118,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,710,2930,4.12676056,833,1503,1427,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,145,117,0,26,0,0,0,19,526,74,452,0,10,56,0,8,BRAHMAPURI,22,14661.43647,14661.43647,9552989.522,Administrative Boundary,Survey of India (SOI),"Maharashtra
",10,4291,1.847905813,18.47905813,Moderate
127,1,1,1,5896,41944,41944,108479,Keshori Kh,537511,,,Lakhandur,94,Lakhandur,4043,Lakhandur,Bhandara,471,BHANDARA,MH,27,,India,Rural,0,0,0,145,0,0,,,,,,,,,,,,,,,,,,,,,,,,33,1,3,6,0,0,6,1,95,95,0,80,0,15,0,0,,0,4344.844363,4344.844363,917878.9919,Administrative Boundary,Survey of India (SOI),"Maharashtra
",1,5896,0.000896705,0.089670508,Low
128,1,1,1,2949,39746,39746,106281,Sirsimal,540959,,,Sawali,119,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,82,316,3.85365854,150,156,160,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,0,48,0,0,0,0,0,12,90,6,84,6,0,0,0,0,MUL,30,6728.038434,6728.038434,2277489.263,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,2949,0.072935494,3.646774718,Low
129,1,1,1,1995,39832,39832,106367,Kajalwahi Chak,540966,,,Sawali,119,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,0,0,0,154,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,3,0,3,128,18,110,0,0,18,0,0,,0,3977.244275,3977.244275,670560.8519,Administrative Boundary,Survey of India (SOI),"Maharashtra
",1,1995,0.053054493,5.305449303,Low
130,1,1,1,3054,39851,39851,106386,Dongargaon Bk,539180,,,Gadchiroli,108,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,188,771,4.10106383,302,397,374,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,85,2,0,14,1,17,0,14,169,158,11,0,1,157,0,0,GADCHIROLI,12,12739.49984,12739.49984,4966032.571,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,3054,0.20347534,4.069506794,Low
131,1,1,1,4431,41399,41399,107934,Sirsi Reserved Reserved Forest,999999,,,,,Armori,4053,,Gadchiroli,475,,MH,27,,India,Rural,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,106899.6421,106899.6421,125539198.6,Administrative Boundary,Survey of India (SOI),"Maharashtra
",130,4431,0.323140448,0.248569575,Low
132,1,1,1,4283,41125,41125,107660,Sonegaon,540743,,,Brahmapuri,118,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,,India,Rural,315,1387,4.4031746,439,694,693,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,0,71,1,3,0,10,11,5,338,104,234,0,104,0,0,0,BRAHMAPURI,11,9706.142283,9706.142283,4347721.406,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4283,0.271208691,5.424173825,Low
133,1,1,1,3063,39861,39861,106396,Sirpur Chak,539175,,,Gadchiroli,108,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,0,0,0,187,0,0,,,,,,,,,,,,,,,,,,,,,,,,46,20,0,1,0,8,0,3,110,86,24,0,0,80,0,6,,0,8878.667339,8878.667339,4929565.259,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,3063,0.022536249,0.450724978,Low
134,1,1,1,4361,41205,41205,107740,Saigaon,538523,,,Armori,104,Armori,4053,Armori,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,234,980,4.18803419,427,497,483,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,0,117,0,9,0,0,0,0,301,226,75,217,5,0,0,4,DESAIGANJ,23,10023.91904,10023.91904,6855995.17,Administrative Boundary,Survey of India (SOI),"Maharashtra
",7,4361,0.528457227,7.549388951,Low
135,1,1,1,3123,39922,39922,106457,Dongargaon Tukum,539181,,,Gadchiroli,108,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,,India,Rural,0,0,0,72,0,0,,,,,,,,,,,,,,,,,,,,,,,,21,2,0,2,0,0,0,0,47,31,16,0,0,31,0,0,,0,10843.98558,10843.98558,4425789.315,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,3123,0.21267587,4.2535174,Low
